,mesa,Departamento,Municipio,Circuito,bue,1 - Movimiento Integracion y Desarrollo (1) 1.Intendente/Vice,1 - Movimiento Integracion y Desarrollo (1) 2.Concejales,2 - Justicialista (2) 1.Intendente/Vice,2 - Justicialista (2) 2.Concejales,3 - Union Civica Radical (3) 1.Intendente/Vice,3 - Union Civica Radical (3) 2.Concejales,4 - Movimiento Siempre Corrientes (4) 1.Intendente/Vice,4 - Movimiento Siempre Corrientes (4) 2.Concejales,5 - Democrata Cristiano (5) 1.Intendente/Vice,5 - Democrata Cristiano (5) 2.Concejales,6 - Es Posible (6) 1.Intendente/Vice,6 - Es Posible (6) 2.Concejales,7 - de la Concertacion Forja (7) 1.Intendente/Vice,7 - de la Concertacion Forja (7) 2.Concejales,8 - Federal (8) 1.Intendente/Vice,8 - Federal (8) 2.Concejales,9 - Democrata Progresista (9) 1.Intendente/Vice,9 - Democrata Progresista (9) 2.Concejales,10 - Renovador Federal (10) 1.Intendente/Vice,10 - Renovador Federal (10) 2.Concejales,11 - Ladrilleros Unidos (CAPITAL) (11) 1.Intendente/Vice,11 - Ladrilleros Unidos (CAPITAL) (11) 2.Concejales,12 - Accion por Corrientes (14) 1.Intendente/Vice,12 - Accion por Corrientes (14) 2.Concejales,13 - Unidos por Corrientes (15) 1.Intendente/Vice,13 - Unidos por Corrientes (15) 2.Concejales,14 - Laborista Autonomo (17) 1.Intendente/Vice,14 - Laborista Autonomo (17) 2.Concejales,15 - ELI - Encuentro Liberal (18) 1.Intendente/Vice,15 - ELI - Encuentro Liberal (18) 2.Concejales,16 - Cambio Popular (19) 1.Intendente/Vice,16 - Cambio Popular (19) 2.Concejales,17 - Union del Centro Democratico (20) 1.Intendente/Vice,17 - Union del Centro Democratico (20) 2.Concejales,18 - Convocatoria Popular (21) 1.Intendente/Vice,18 - Convocatoria Popular (21) 2.Concejales,19 - FE (23) 1.Intendente/Vice,19 - FE (23) 2.Concejales,20 - Union Popular (25) 1.Intendente/Vice,20 - Union Popular (25) 2.Concejales,21 - Conservador Popular (31) 1.Intendente/Vice,21 - Conservador Popular (31) 2.Concejales,22 - Accion Popular de los Trabajadores (34) 1.Intendente/Vice,22 - Accion Popular de los Trabajadores (34) 2.Concejales,23 - Accion por la Republica (44) 1.Intendente/Vice,23 - Accion por la Republica (44) 2.Concejales,24 - Afirmacion para una Republica Igualitaria ARI  (47) 1.Intendente/Vice,24 - Afirmacion para una Republica Igualitaria ARI  (47) 2.Concejales,25 - Partido Socialista (50) 1.Intendente/Vice,25 - Partido Socialista (50) 2.Concejales,26 - Autonomista (52) 1.Intendente/Vice,26 - Autonomista (52) 2.Concejales,27 - de la Victoria (54) 1.Intendente/Vice,27 - de la Victoria (54) 2.Concejales,28 - Proyecto Corrientes (57) 1.Intendente/Vice,28 - Proyecto Corrientes (57) 2.Concejales,29 - PRO - Propuesta Republicana (64) 1.Intendente/Vice,29 - PRO - Propuesta Republicana (64) 2.Concejales,30 - Nueva Dirigencia Corrientes (67) 1.Intendente/Vice,30 - Nueva Dirigencia Corrientes (67) 2.Concejales,31 - Instrumento Electoral por la Unidad Popular (72) 1.Intendente/Vice,31 - Instrumento Electoral por la Unidad Popular (72) 2.Concejales,32 - Nuevo (90) 1.Intendente/Vice,32 - Nuevo (90) 2.Concejales,33 - Popular (169) 1.Intendente/Vice,33 - Popular (169) 2.Concejales,34 - Crecer con Todos (170) 1.Intendente/Vice,34 - Crecer con Todos (170) 2.Concejales,35 - Union Celeste y Blanco (173) 1.Intendente/Vice,35 - Union Celeste y Blanco (173) 2.Concejales,36 - Compromiso Correntino (175) 1.Intendente/Vice,36 - Compromiso Correntino (175) 2.Concejales,37 - KOLINA (192) 1.Intendente/Vice,37 - KOLINA (192) 2.Concejales,VOTOS en Blanco 1.Intendente/Vice,VOTOS en Blanco 2.Concejales,VOTOS Nulos 1.Intendente/Vice,VOTOS Nulos 2.Concejales,VOTOS  Recurridos 1.Intendente/Vice,VOTOS  Recurridos 2.Concejales,VOTOS de Identidad Impugnada 1.Intendente/Vice,VOTOS de Identidad Impugnada 2.Concejales,Total Votos Válidos 1.Intendente/Vice,Total Votos Válidos 2.Concejales,Votos Generales 1.Intendente/Vice,Votos Generales 2.Concejales,Frente Para la Victoria (201) 1.Alianzas Intendente/Vice,Encuentro por Corrientes-ECO+Cambiemos (203) 1.Alianzas Intendente/Vice,Haciendo Corrientes (205) 1.Alianzas Intendente/Vice,Ciudadanos Comprometidos (200) 2.Alianzas Concejales,Frente Para la Victoria (201) 2.Alianzas Concejales,Encuentro por Corrientes-ECO+Cambiemos (204) 2.Alianzas Concejales,Haciendo Corrientes (205) 2.Alianzas Concejales,voto_cruzado,voto_cruzado_revisado
451,452,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,28,27,34,34,41,39,8,8,12,11,12,12,19,20,4,5,10,10,3,3,10,10,6,6,4,4,4,4,7,7,1,1,8,8,3,3,1,1,1,1,0,/////,34,34,5,5,1,1,0,1,3,3,6,6,1,1,3,3,0,0,0,1,4,4,5,6,2,1,3,3,3,4,6,5,2,0,4,0,2,0,0,/////,292,292,300,292,9,148,135,36,8,67,133,6.0,3.0
452,453,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,15,16,24,21,38,32,11,11,32,30,6,6,12,12,7,8,3,4,10,10,4,3,3,4,10,12,4,5,8,9,8,7,6,5,6,6,4,4,4,4,2,/////,5,5,2,2,6,6,0,0,3,3,8,7,0,0,1,2,1,1,0,6,2,2,6,6,8,8,0,0,2,2,2,2,5,5,7,7,0,0,0,/////,263,261,275,273,8,115,140,13,8,71,132,16.0,7.0
453,454,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,11,11,25,24,36,25,6,6,2,2,1,1,0,0,0,0,2,2,26,25,5,5,2,2,5,5,2,2,13,13,2,2,14,14,5,4,3,3,4,4,1,/////,5,5,5,5,3,3,0,1,3,3,24,23,4,4,1,2,6,8,0,7,4,4,15,15,20,20,5,5,2,2,4,5,2,2,12,17,0,0,0,/////,266,262,280,281,9,118,139,12,9,83,136,14.0,2.0
454,455,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,3,3,47,43,30,15,3,3,2,2,3,4,4,3,3,4,1,1,12,11,9,9,3,3,3,3,4,3,6,6,3,3,7,6,2,4,8,7,9,9,1,/////,3,3,5,5,4,4,0,9,1,1,20,20,12,12,2,2,2,2,0,5,10,10,9,9,0,0,11,11,3,4,2,3,3,8,14,14,7,7,0,/////,247,242,271,271,4,123,120,19,7,65,113,22.5,5.5
455,456,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,19,19,45,45,51,50,14,14,10,10,4,5,9,9,1,1,5,4,13,12,8,5,3,4,2,3,3,5,5,5,2,2,10,10,7,7,2,2,6,6,1,/////,2,3,6,6,2,2,0,0,2,2,2,2,0,0,2,2,0,0,0,0,8,8,3,2,5,5,4,4,1,1,3,3,3,0,18,0,0,0,0,/////,260,258,281,258,10,105,145,11,10,70,141,7.0,3.0
456,457,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,6,6,27,26,30,19,25,25,5,5,4,4,11,11,9,9,6,6,4,4,5,5,6,6,4,4,4,4,6,6,4,4,9,8,5,5,3,3,9,8,4,/////,6,6,2,2,1,2,0,5,3,3,4,4,1,1,1,1,0,0,0,5,5,5,5,5,13,13,2,2,6,6,0,0,1,0,14,0,0,0,0,/////,235,228,250,228,5,112,118,17,5,43,116,14.5,3.5
457,458,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,8,8,30,28,22,15,0,0,3,3,0,0,4,4,2,2,0,0,8,8,29,31,3,2,3,3,2,3,2,3,7,7,7,7,2,1,4,4,1,1,2,/////,14,13,7,7,8,8,0,4,9,9,9,9,3,3,1,1,3,3,0,0,4,5,10,8,22,22,7,7,10,11,10,9,6,0,10,0,0,0,0,/////,256,249,272,249,12,113,131,18,10,60,132,13.5,4.5
458,459,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,6,6,20,19,29,21,1,1,7,7,7,7,15,13,3,3,2,2,6,6,9,9,2,2,1,1,5,5,5,6,9,9,12,11,5,5,4,4,8,9,2,/////,5,5,6,6,6,6,0,7,3,3,7,7,4,4,6,6,3,3,0,0,7,6,8,9,31,29,2,2,2,2,3,5,1,1,14,14,0,0,0,/////,251,246,266,261,8,113,130,18,10,61,123,14.5,4.5
459,460,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,1,1,29,29,32,20,4,4,8,6,9,8,15,15,0,0,6,6,7,7,11,9,4,4,1,1,0,1,5,5,5,4,7,7,7,7,6,7,1,1,1,/////,4,4,6,6,2,2,0,12,5,5,10,10,5,5,7,7,0,0,0,4,4,4,7,7,14,14,13,14,1,2,3,3,1,1,10,10,0,0,0,/////,240,241,251,252,10,115,115,12,10,66,110,19.5,5.5
460,461,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,2,2,35,34,26,23,1,1,1,1,0,0,2,3,1,1,7,7,8,7,14,13,4,4,7,6,0,0,13,12,7,5,26,25,6,6,9,10,17,15,0,/////,3,3,2,2,6,6,0,1,5,4,7,7,8,7,4,2,7,7,0,2,7,9,8,8,6,6,2,2,3,2,7,7,6,7,12,13,0,0,0,/////,261,250,279,270,13,132,116,28,13,77,113,12.5,5.5
461,462,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,5,5,67,64,31,29,4,4,3,3,3,3,7,6,6,6,4,4,3,3,5,5,3,4,3,3,3,3,9,8,2,2,21,21,12,12,2,2,0,0,1,/////,15,18,6,6,2,2,0,1,2,2,15,15,1,0,2,2,6,6,0,1,15,15,8,8,3,3,0,0,1,1,1,1,7,10,5,5,0,0,0,/////,271,268,283,283,13,108,150,20,13,60,146,7.5,2.5
462,463,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,8,8,19,19,22,14,6,6,5,3,1,1,20,20,8,7,0,0,23,23,1,1,2,2,4,4,4,4,4,4,11,11,7,7,0,0,3,2,3,3,3,/////,13,14,14,15,1,1,0,7,1,1,8,8,1,1,0,0,1,1,0,1,10,10,6,6,20,20,6,6,1,2,10,10,8,12,7,7,0,0,0,/////,246,242,261,261,10,98,138,19,10,38,136,13.0,2.0
463,464,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,8,6,19,19,25,16,1,1,9,9,2,1,23,23,4,4,2,2,13,12,5,4,1,1,5,7,4,4,2,2,6,6,2,2,3,3,10,10,1,2,1,/////,13,14,0,0,4,4,0,6,5,5,9,8,3,3,2,2,0,0,0,1,12,12,13,13,6,6,3,3,4,4,6,8,3,3,12,12,8,8,0,/////,226,223,249,246,9,104,113,26,11,55,108,14.5,3.5
464,465,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,1,1,28,27,25,25,10,10,18,18,9,9,8,8,1,1,1,2,2,2,30,29,11,11,1,1,1,1,2,2,5,5,15,14,7,7,2,1,3,3,1,/////,3,3,3,3,19,19,0,0,0,0,2,2,3,3,4,4,3,3,0,0,4,4,5,5,9,9,10,10,3,3,3,3,6,8,12,11,1,1,0,/////,252,248,271,268,10,110,132,7,10,72,129,3.0,2.0
465,466,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,3,3,23,23,18,17,1,1,5,5,0,0,5,5,1,1,3,3,2,2,8,8,1,1,1,1,4,4,1,1,6,6,5,5,9,8,4,4,6,7,1,/////,12,13,7,7,8,9,0,0,3,3,4,4,8,8,3,3,5,5,0,1,11,12,13,13,49,47,14,14,2,2,6,5,2,2,8,8,5,5,0,/////,252,251,267,266,15,115,122,24,13,74,121,5.5,2.5
466,467,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,1,1,24,24,35,29,11,11,7,6,4,4,15,14,9,8,1,1,12,11,9,7,5,4,3,3,1,1,3,4,13,13,6,6,8,8,2,2,10,10,2,/////,6,5,1,1,0,0,0,3,2,2,10,10,1,1,2,2,0,0,0,3,4,4,13,11,8,8,3,3,1,1,3,4,5,0,12,0,0,0,0,/////,235,225,252,225,11,104,120,17,12,55,115,13.0,6.0
467,468,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,7,7,27,25,31,26,5,4,13,13,4,4,2,2,9,9,6,5,9,9,6,7,3,2,3,3,4,6,3,3,2,2,11,11,5,5,23,23,6,6,0,/////,7,7,4,4,1,1,0,0,8,10,19,19,2,3,2,2,0,0,0,3,6,5,8,8,15,15,3,3,9,9,0,1,4,4,10,4,0,0,0,/////,263,262,277,270,5,136,122,36,6,59,119,10.5,2.5
468,469,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,15,15,25,24,36,24,2,2,24,24,7,7,20,19,4,4,5,5,3,3,0,0,4,5,5,4,11,11,5,5,3,3,8,8,5,5,2,2,1,1,24,/////,9,9,2,2,2,2,0,2,4,4,4,5,2,2,2,2,0,1,0,10,7,8,3,3,10,10,2,1,3,3,6,6,6,8,12,12,0,0,0,/////,265,241,283,261,11,133,121,12,11,48,121,28.0,12.0
469,470,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,2,2,21,21,18,16,4,4,5,5,2,2,6,6,3,3,3,1,7,6,11,11,4,3,2,2,10,10,8,9,4,3,12,10,1,1,4,4,4,4,2,/////,3,3,1,1,3,3,0,1,3,3,25,24,8,8,3,3,5,5,0,1,6,7,9,9,34,33,15,15,3,3,3,3,2,8,11,12,0,0,0,/////,254,245,267,265,4,113,137,11,4,73,132,8.5,4.5
470,471,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,14,12,46,47,18,19,11,11,28,29,3,4,14,14,4,5,0,0,2,1,15,15,0,0,0,0,4,4,2,2,3,3,5,5,3,4,10,9,17,17,0,/////,3,3,10,10,6,6,0,2,2,2,4,4,5,5,2,2,3,3,0,0,5,5,3,3,6,6,6,5,4,4,1,1,3,3,16,14,0,0,1,/////,259,262,279,280,4,102,153,29,5,47,152,6.5,2.5
471,472,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,12,11,64,60,30,23,2,2,2,2,5,0,5,5,5,5,4,4,3,3,19,19,6,6,1,1,4,4,8,8,4,4,13,12,3,3,5,5,5,8,2,/////,3,3,1,1,6,6,0,6,2,2,1,7,2,2,6,6,0,0,0,0,3,4,15,15,1,1,4,4,5,5,6,6,3,3,14,14,0,0,0,/////,257,253,274,270,9,119,129,16,9,67,130,18.0,3.0
472,473,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,4,4,17,15,41,27,2,2,2,2,0,0,6,5,1,1,0,0,12,12,39,39,5,5,0,0,5,5,2,2,3,3,24,24,4,4,6,6,5,6,2,/////,2,2,11,11,2,1,0,15,14,14,10,10,9,9,2,2,4,4,0,1,4,4,0,0,2,2,1,1,4,3,6,7,0,0,17,17,0,0,0,/////,251,248,268,265,10,116,125,14,11,60,122,19.5,2.5
473,474,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,32,29,47,44,46,33,11,11,2,2,0,0,2,2,6,6,1,1,20,21,6,7,4,4,2,2,2,2,13,12,5,19,3,3,6,7,5,4,6,6,0,/////,4,4,7,6,6,6,0,8,2,3,1,1,4,4,1,1,1,2,0,7,4,4,5,5,1,1,0,0,2,2,7,8,2,0,6,0,0,0,0,/////,264,277,272,277,13,117,134,14,15,68,144,28.5,6.5
474,475,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,35,34,36,35,34,21,10,9,18,16,3,3,4,4,7,7,1,2,2,2,10,9,1,1,0,0,2,2,2,1,8,8,5,4,3,4,6,7,5,6,1,/////,3,2,3,3,3,3,0,8,3,4,2,2,6,6,2,4,1,2,0,5,5,5,2,2,4,3,16,16,2,2,3,2,7,11,8,9,4,3,2,/////,248,244,269,269,6,103,139,15,6,59,131,23.0,6.0
475,476,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,11,10,39,38,31,24,17,17,10,9,5,6,13,12,2,3,4,4,13,13,0,0,7,7,2,2,3,3,7,7,6,6,6,6,6,6,4,5,8,8,1,/////,9,9,1,1,3,2,0,5,2,2,8,8,0,0,0,0,2,2,0,1,5,5,0,1,7,7,4,4,1,1,2,2,3,3,5,6,0,0,0,/////,239,236,247,245,8,96,135,22,8,44,131,11.5,2.5
476,477,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,31,30,31,31,33,33,28,28,15,14,3,2,5,4,5,5,4,5,9,9,2,2,7,7,3,2,3,3,4,4,2,1,4,4,3,4,4,4,1,2,2,/////,1,2,5,4,4,4,0,8,2,0,6,5,3,3,2,2,0,0,0,2,3,3,5,5,8,7,4,4,2,2,1,1,10,8,6,6,4,4,0,/////,245,246,265,264,4,97,144,8,5,57,138,13.5,6.5
477,478,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,13,12,33,33,30,25,2,2,15,15,3,2,8,7,5,4,1,2,2,2,12,11,12,12,1,1,13,14,7,8,13,12,2,1,8,8,1,0,12,11,2,/////,10,11,4,3,2,2,0,2,2,2,6,6,5,5,2,2,0,0,0,2,6,6,2,3,4,4,2,2,2,2,3,4,3,3,11,14,0,0,0,/////,245,238,259,255,11,118,116,22,12,50,111,13.5,4.5
478,479,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,5,5,34,34,18,14,5,5,6,6,5,5,9,9,0,0,3,3,5,6,11,10,3,3,2,1,2,2,5,5,1,1,4,4,3,3,4,4,3,3,0,/////,3,3,3,3,8,7,0,3,5,4,15,15,2,2,6,7,4,4,0,1,5,5,25,25,37,38,14,14,0,0,6,6,1,2,14,14,0,0,0,/////,261,260,276,276,9,115,137,10,9,83,138,7.5,1.5
479,480,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,1,1,28,27,33,27,4,3,2,2,0,0,12,12,3,3,1,1,6,6,5,4,5,5,1,1,2,2,7,5,12,11,3,3,4,4,0,0,5,5,1,/////,5,5,1,2,7,8,0,1,2,2,5,5,0,0,3,4,4,4,0,6,13,13,5,5,29,28,18,16,19,20,5,5,3,3,11,11,0,0,0,/////,251,246,265,260,9,122,120,10,9,72,115,13.5,2.5
480,481,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,5,5,28,28,26,24,8,6,8,7,6,6,15,14,5,6,6,6,11,10,7,7,4,5,3,2,3,3,8,8,12,12,3,3,5,5,14,12,5,5,0,/////,2,2,2,2,1,2,0,1,2,2,0,0,0,0,0,2,3,4,0,2,7,7,13,12,5,6,2,2,2,2,9,9,5,5,10,10,0,0,0,/////,230,229,245,244,14,107,109,19,14,58,105,10.5,3.5
481,482,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,15,15,74,70,36,30,11,11,10,10,0,0,11,11,0,0,0,0,4,6,7,7,9,8,4,4,0,1,14,13,1,1,4,4,5,5,4,4,1,1,0,/////,2,2,0,0,0,0,0,3,4,3,8,8,2,2,5,5,0,0,0,3,8,8,8,10,0,0,3,3,3,3,4,4,1,3,8,8,0,0,0,/////,257,255,266,266,9,95,153,7,9,70,151,12.0,1.0
482,483,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,5,5,48,48,25,23,7,7,2,2,2,2,16,16,2,2,1,1,4,4,2,2,2,2,4,4,2,2,9,9,15,15,12,12,7,7,0,0,2,2,1,/////,8,8,0,0,1,1,0,1,2,2,13,12,6,6,2,2,5,5,0,0,4,4,6,6,10,10,11,11,13,13,3,9,7,7,10,10,0,0,0,/////,252,255,269,272,10,104,138,10,16,69,137,5.5,4.5
483,484,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,26,26,43,42,26,25,2,2,3,3,1,1,28,28,8,9,5,5,1,2,2,2,5,5,12,12,2,2,6,6,8,8,12,12,3,3,1,1,0,0,2,/////,11,11,2,2,1,1,0,1,2,2,2,0,0,0,1,1,3,2,0,0,7,7,12,12,3,3,2,2,1,1,5,6,1,0,8,0,1,0,0,/////,248,245,258,245,8,103,137,12,9,63,135,5.5,2.5
484,485,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,3,3,32,31,22,20,6,5,15,15,7,8,29,28,5,5,7,7,1,1,4,4,4,4,5,5,5,5,14,14,10,8,10,9,0,0,2,2,5,6,1,/////,1,1,1,1,3,3,0,2,4,4,10,10,9,10,2,2,3,3,0,0,8,8,7,7,3,3,3,3,1,1,5,5,2,6,17,17,4,4,0,/////,247,243,270,270,5,111,131,9,5,71,125,7.0,4.0
485,486,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,5,4,76,73,53,49,8,6,8,7,2,2,10,10,4,5,1,1,3,3,6,6,2,8,4,5,2,3,3,3,7,7,3,3,6,4,1,1,4,4,0,/////,4,7,0,0,2,2,0,1,3,4,5,5,1,1,1,1,3,4,0,2,3,3,3,3,7,6,1,1,1,1,4,4,3,3,10,10,0,0,0,/////,246,249,259,262,10,95,141,12,8,73,133,15.5,11.5
486,487,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,2,2,47,44,31,31,8,7,1,1,1,1,3,3,1,1,3,3,2,2,6,6,2,2,1,1,1,1,4,8,8,8,37,37,3,3,9,9,7,7,0,/////,3,3,3,3,3,3,0,2,2,2,6,4,1,1,4,3,0,0,0,0,5,5,2,2,16,16,8,7,8,8,3,2,2,2,11,11,0,0,0,/////,241,238,254,251,6,94,141,19,5,58,135,7.5,5.5
487,488,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,15,15,34,33,29,27,1,0,0,0,5,5,15,15,0,0,4,4,10,9,12,10,4,4,0,0,2,2,3,3,5,4,0,0,6,6,21,21,2,2,1,/////,1,2,5,5,2,2,0,0,2,2,7,7,5,5,1,2,2,2,0,0,9,9,5,5,14,14,9,9,7,7,4,4,5,11,6,6,0,0,0,/////,242,235,253,252,10,110,122,25,10,57,116,5.5,3.5
488,489,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,6,6,22,22,29,26,2,2,3,2,1,1,13,11,18,18,2,2,4,4,11,9,2,11,0,0,5,6,6,7,12,12,11,11,5,7,1,1,6,6,2,/////,6,6,1,1,0,0,0,2,3,4,16,15,1,1,1,1,1,1,0,2,9,9,15,15,7,7,11,10,3,3,0,1,8,7,8,8,0,0,0,/////,235,242,251,257,5,114,116,13,8,65,110,15.5,9.5
489,490,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,3,3,48,44,15,13,3,3,7,7,1,1,8,8,0,1,0,1,4,4,2,2,2,3,3,3,1,1,1,1,5,5,9,8,1,1,6,6,7,7,1,/////,6,5,5,5,3,3,0,2,1,1,7,7,3,3,3,3,20,19,0,0,8,8,19,19,24,25,7,7,10,8,4,4,2,8,7,7,0,0,1,/////,247,241,257,257,5,114,128,18,5,72,124,9.0,3.0
490,491,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,0,5,5,22,22,35,34,28,28,13,13,0,0,0,0,5,5,1,1,5,4,3,3,8,8,6,6,2,2,12,12,1,1,3,3,6,5,2,3,8,8,1,/////,1,2,2,2,3,3,0,3,2,2,5,5,2,2,0,0,2,2,0,5,4,4,6,6,3,3,0,0,5,5,2,2,0,0,5,4,0,0,0,/////,203,209,208,213,8,103,92,13,7,67,91,7.0,5.0
491,492,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,0,5,5,24,23,24,14,3,3,1,1,2,2,3,3,4,4,0,0,9,9,6,6,0,0,0,0,0,0,1,1,5,5,6,6,4,3,3,3,4,5,1,/////,7,7,6,6,6,6,0,1,4,4,18,18,2,2,13,13,8,8,0,7,20,19,6,6,20,20,22,21,3,3,8,9,3,0,8,0,0,0,0,/////,248,243,259,243,12,116,120,15,12,75,118,12.5,2.5
492,493,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,0,2,2,17,17,22,16,1,1,5,5,0,0,13,13,8,10,1,1,1,2,8,8,1,1,4,4,4,4,7,7,3,1,7,6,4,5,2,2,4,4,0,/////,4,4,2,2,7,8,0,3,8,8,11,9,3,2,4,4,3,3,0,2,9,10,4,5,31,30,13,13,8,7,3,3,4,6,4,4,4,4,0,/////,224,222,236,236,7,109,108,10,8,70,104,13.0,3.0
493,494,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,0,0,0,24,22,25,21,3,3,1,1,2,3,1,1,3,3,2,2,2,2,7,6,1,1,2,2,0,0,11,10,6,6,5,5,1,1,2,2,7,7,0,/////,4,4,1,1,3,3,0,1,2,2,11,10,5,5,10,10,3,3,0,4,8,9,13,14,19,19,31,30,4,4,3,4,3,6,5,5,2,2,0,/////,222,221,232,234,4,131,87,13,5,100,84,9.5,2.5
494,495,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,0,6,5,20,18,21,19,1,1,8,8,5,5,9,10,4,5,2,2,5,5,22,22,9,7,7,7,1,1,5,5,4,4,5,5,4,4,4,4,5,5,3,/////,2,2,2,2,17,17,0,1,7,7,3,3,4,4,6,6,0,0,0,1,12,12,14,14,14,15,7,7,5,5,3,3,0,0,14,14,0,0,0,/////,246,241,260,255,7,130,109,11,7,86,108,7.5,2.5
495,496,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,0,3,3,35,31,29,28,1,1,5,5,2,2,4,3,1,1,0,1,7,7,1,1,2,2,5,5,2,3,8,8,4,4,3,3,4,4,9,9,6,7,0,/////,7,8,0,1,11,10,0,1,7,8,12,10,0,0,7,6,0,0,0,0,17,17,8,8,26,22,2,2,12,11,7,7,6,12,9,14,2,2,0,/////,247,239,264,267,11,118,118,24,11,75,107,11.0,7.0
496,497,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,0,2,2,33,30,30,27,4,4,5,5,3,3,4,4,7,8,1,1,13,12,4,3,4,4,10,11,17,17,6,6,8,7,14,14,5,6,7,7,7,7,2,/////,8,8,1,1,6,6,0,3,10,11,8,8,2,2,6,6,0,0,0,0,4,4,3,3,5,4,8,8,5,5,7,8,2,4,7,7,0,0,0,/////,259,255,268,266,12,143,104,22,14,80,97,10.0,5.0
497,498,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,0,5,5,29,28,35,29,0,0,18,16,4,4,12,12,2,2,1,4,10,8,19,16,2,2,4,4,3,4,3,3,0,0,8,8,6,6,4,5,3,4,1,/////,4,1,0,0,5,6,0,7,8,8,6,5,1,1,7,7,2,3,0,1,3,4,4,4,11,8,16,15,1,1,0,0,4,4,7,7,6,6,0,/////,237,231,254,248,6,110,121,10,6,80,110,20.0,8.0
498,499,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,0,6,6,33,31,29,21,9,9,0,0,2,2,4,3,4,5,0,0,5,4,5,5,2,2,4,4,2,2,20,20,9,9,2,1,7,7,11,11,2,2,2,/////,6,6,1,2,5,5,0,5,3,4,10,10,2,2,8,8,2,2,0,2,8,8,11,13,16,16,4,4,2,2,1,2,2,2,5,5,1,1,0,/////,237,235,245,243,8,122,107,19,9,83,102,14.0,4.0
499,500,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,0,8,8,18,15,26,13,2,3,3,3,1,1,5,5,2,2,0,1,7,6,5,5,3,3,0,0,2,2,8,8,7,7,2,2,7,7,8,8,4,4,0,/////,2,2,1,1,8,9,0,7,2,2,14,13,11,11,6,6,6,6,0,5,5,5,10,10,19,18,25,24,9,9,9,8,3,9,7,7,0,0,0,/////,245,239,255,255,16,134,95,14,15,89,90,18.0,3.0
